Global_Step,Curriculum_Lvl,Dist_to_Target,Reward,Terminated,Table_Collision,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,J1_Vel,J2_Vel,J3_Vel,J4_Vel,J5_Vel,J6_Vel,Gripper_Pos,EE_X,EE_Y,EE_Z,Target_X,Target_Y,Target_Z,Act_J1,Act_J2,Act_J3,Act_J4,Act_J5,Act_J6,Act_Gripper,Spawn_Radius_M
228001,0.5499999999999999,1.2041,0.0,False,False,3.6567,-0.2682,0.9107,0.9596,-0.1624,2.0173,0.2955,0.1682,-0.3824,0.1513,0.1274,0.9937,0.0186,-0.3407,-0.1145,0.8653,0.7906,-0.2591,0.01,0.0743,0.0295,-0.0735,0.0761,0.06,0.0524,-2.5032,0.0275
228101,0.5499999999999999,1.2072,-0.1886,False,False,3.4987,-0.4534,1.234,0.5079,-0.2227,2.1323,0.2313,0.3646,-0.4579,0.7381,1.2742,0.3713,0.3685,-0.3615,-0.0244,0.8567,0.8033,-0.2641,0.01,0.0749,0.0705,-0.067,0.0798,0.0253,0.0788,1.7819,0.0275
228201,0.5499999999999999,1.1285,-0.1462,False,False,3.3786,-0.6529,1.5859,0.1866,-1.4752,1.9495,0.1647,0.1597,-0.2467,0.4969,1.3825,0.1382,0.4433,-0.299,0.281,1.076,0.7927,-0.2615,0.01,0.0757,0.0683,-0.0129,0.0188,0.0157,0.0284,2.9467,0.0275
228301,0.5499999999999999,1.1215,-0.2137,False,False,3.3614,-0.632,1.4767,0.0157,-0.8464,1.8401,0.2506,0.2372,-0.3657,0.4291,2.1242,-0.1695,0.3508,-0.319,0.1363,0.97,0.7764,-0.2543,0.01,0.0703,0.067,-0.0779,-0.0033,0.0278,-0.077,2.2416,0.0275
228401,0.5499999999999999,0.3819,0.0,False,False,4.993,0.249,-0.2018,1.5205,0.0144,-0.4471,-0.0031,0.0003,0.0005,-0.0002,-0.0032,0.0225,0.3914,0.5944,-0.038,0.8274,0.7764,-0.2543,0.01,0.0215,0.0764,-0.0427,0.0212,-0.049,-0.0447,2.8253,0.0275
228501,0.5499999999999999,0.3422,-0.0009,False,False,5.0415,0.249,-0.2018,1.5205,0.0144,-0.4544,0.0019,0.0,0.0,-0.0001,0.0006,0.0022,0.4004,0.6227,-0.0078,0.8274,0.7764,-0.2543,0.01,-0.0212,0.0135,-0.049,-0.0617,-0.0618,-0.0666,2.9105,0.0275
228601,0.5499999999999999,0.3517,0.0,False,False,5.0387,0.249,-0.2018,1.5205,0.0145,-0.4382,0.0006,0.0003,0.0,0.0021,0.0005,0.0258,0.4227,0.6182,-0.016,0.8294,0.7764,-0.2543,0.01,-0.026,0.0025,-0.0623,0.0458,-0.066,-0.0688,3.1134,0.0275
228701,0.5499999999999999,0.3598,0.0,False,False,5.0271,0.249,-0.2018,1.5205,0.0145,-0.4359,0.0037,-0.0003,0.0002,-0.0055,-0.0029,-0.0251,0.3947,0.6114,-0.0217,0.8286,0.7764,-0.2543,0.01,-0.0238,0.0713,-0.0671,0.045,-0.0757,-0.0778,1.7679,0.0275
228801,0.5499999999999999,1.1552,-0.2041,False,False,3.2749,-0.6611,1.5741,0.0919,-1.1894,1.9951,0.2515,0.2462,-0.3358,0.5997,1.9969,-0.0424,0.3948,-0.3131,0.2445,1.0357,0.8137,-0.2392,0.01,0.0766,0.0751,-0.0701,0.0082,0.0174,-0.014,1.4162,0.0275
228901,0.5499999999999999,1.0336,-0.049,False,False,3.2402,-0.864,1.9432,-0.8507,-2.0656,1.6562,0.269,0.1244,-0.2958,-0.0549,0.238,0.0114,0.2563,-0.1909,0.5067,0.8776,0.8121,-0.2769,0.01,0.0694,0.0139,-0.0703,-0.0102,0.0518,0.0045,1.5164,0.0275
229001,0.5499999999999999,0.0712,0.0,False,False,5.3868,0.249,-0.2029,1.5389,0.0358,2.8684,0.3577,0.0008,-0.0057,0.0815,0.1178,0.3637,0.3165,0.7426,0.2714,0.8054,0.8121,-0.2769,0.01,0.0773,-0.0784,-0.0788,0.0622,0.0788,0.0795,2.0228,0.0275
229101,0.5499999999999999,0.1075,0.0,False,False,5.3153,0.249,-0.2018,1.5208,0.0133,3.1208,-0.4249,0.0004,0.0006,-0.0234,-0.0404,1.041,0.2153,0.7242,0.2165,0.8149,0.8121,-0.2769,0.01,-0.0757,-0.0767,-0.064,-0.0266,-0.0127,0.079,-2.0914,0.0275
229201,0.5499999999999999,0.1852,0.0,False,False,5.2713,0.249,-0.2018,1.5206,0.0141,3.0896,0.2194,0.0,0.0009,-0.0146,0.0631,-2.2491,0.2492,0.7075,0.1868,0.8139,0.8199,-0.2179,0.01,0.0598,0.0716,-0.0784,-0.0008,0.023,0.0777,1.9442,0.0275
229301,0.5499999999999999,0.9913,0.0,False,False,3.9768,-0.3681,1.1493,0.787,0.0122,2.691,0.2972,-0.0145,0.0353,-0.0221,0.0062,0.0046,0.218,-0.0755,-0.1563,0.8151,0.8051,-0.2517,0.01,0.065,-0.0567,-0.0344,0.0382,-0.0666,0.0719,1.4249,0.0275
229401,0.5499999999999999,1.1943,0.0,False,False,3.7902,-0.135,0.613,1.0902,0.0121,0.2864,0.313,0.1028,-0.227,0.1246,-0.001,-0.088,0.359,-0.3077,-0.193,0.8086,0.7824,-0.2555,0.01,0.0769,0.0096,-0.0755,0.0599,0.0502,0.0666,0.6851,0.0275
229501,0.5499999999999999,0.3274,0.0,False,False,5.0668,0.249,-0.2018,1.5206,0.0139,-0.4115,-0.0026,0.0002,0.0028,-0.0087,-0.0158,0.0889,0.4016,0.6354,0.0043,0.8276,0.7824,-0.2555,0.01,0.0252,0.0328,-0.0702,0.0223,-0.0511,-0.0639,3.1034,0.0275
229601,0.5499999999999999,0.3005,0.0,False,False,5.0911,0.249,-0.2018,1.5207,0.0137,-0.4008,0.0726,0.0044,-0.0022,-0.0056,-0.0027,-0.1645,0.3739,0.65,0.027,0.8247,0.7824,-0.2555,0.01,0.0311,-0.0235,-0.0369,0.0773,-0.0488,-0.0718,2.6749,0.0275
229701,0.5499999999999999,0.2093,0.0024,False,False,5.1861,0.249,-0.2018,1.5205,0.0145,-0.4438,0.1806,-0.0,0.0,-0.0007,-0.0008,0.0001,0.3362,0.6954,0.1063,0.8188,0.7824,-0.2555,0.01,0.0501,0.0289,0.0509,-0.0631,-0.0428,-0.0637,3.0404,0.0275
229801,0.5499999999999999,0.6381,0.0056,False,False,4.6228,0.249,-0.2018,1.5205,0.0145,-0.4438,0.2723,0.0,-0.0,0.0,0.0,0.001,0.3362,0.3531,-0.1869,0.8141,0.8038,-0.2858,0.01,0.0786,0.0785,-0.0478,0.0011,0.0722,-0.0765,2.7132,0.0275
229901,0.5499999999999999,1.1907,0.0,False,False,3.7925,-0.1658,0.6814,1.0523,0.0136,0.4521,0.1171,0.1744,-0.3854,0.2109,-0.0088,0.0554,0.3103,-0.2775,-0.1862,0.8122,0.8193,-0.2733,0.01,0.0404,0.0273,-0.0778,0.0508,-0.0635,-0.0287,1.2552,0.0275
230001,0.5499999999999999,0.584,0.0,False,False,6.2067,0.249,-0.2018,1.5205,0.0145,-0.439,0.044,0.0002,-0.0001,-0.0006,0.0063,0.4917,0.3853,0.7533,0.9029,0.8245,0.8559,-0.221,0.01,0.0775,-0.0547,-0.0745,0.0751,-0.0771,0.0781,2.6368,0.0275
230101,0.5499999999999999,0.5795,0.0,False,False,6.2094,0.249,-0.2018,1.5206,0.0143,-0.4604,0.0007,0.0,0.0018,0.0026,-0.0027,-0.0251,0.4318,0.7621,0.8994,0.8302,0.8559,-0.221,0.01,0.0766,-0.0062,-0.0674,0.0606,-0.0784,0.0773,3.0401,0.0275
230201,0.5499999999999999,0.5811,0.0,False,False,6.2107,0.249,-0.2018,1.5205,0.0143,-0.4597,0.0024,0.0016,0.004,0.0188,0.0005,-0.0236,0.4282,0.7612,0.901,0.83,0.8559,-0.221,0.01,0.0781,-0.0473,-0.0672,0.0058,-0.0795,0.0743,3.0856,0.0275
230301,0.5499999999999999,0.5818,0.0,False,False,6.2115,0.249,-0.2018,1.5205,0.0143,-0.4596,-0.0001,0.0,0.0004,0.0018,0.0025,0.0089,0.4277,0.7609,0.9016,0.8299,0.8559,-0.221,0.01,0.0725,-0.02,-0.0793,0.065,-0.0731,0.0797,2.7473,0.0275
230401,0.5499999999999999,1.1947,0.0,False,False,3.6778,-0.2839,0.9497,0.9021,0.0136,0.452,0.2718,0.1346,-0.3086,0.1821,-0.0072,-0.0578,0.1188,-0.3133,-0.1214,0.8172,0.8041,-0.2495,0.01,0.076,0.0503,-0.0163,0.0567,-0.0142,0.0779,-0.3167,0.0275
230501,0.5499999999999999,1.0663,-0.1644,False,False,3.2256,-0.7166,1.5954,-0.4563,-1.3831,1.6358,0.1813,0.1615,-0.3694,0.6354,1.4168,-0.2341,0.3821,-0.2724,0.3119,0.9337,0.7834,-0.2789,0.01,0.0682,0.0697,-0.0686,0.0771,0.0785,-0.0533,2.963,0.0275
230601,0.5499999999999999,0.9803,-0.0566,False,False,2.7382,-1.1849,2.1925,-1.3659,-1.8151,0.6505,0.3334,0.0869,-0.104,0.0954,0.3008,0.1923,0.4478,-0.163,0.5337,0.8319,0.7842,-0.2656,0.01,0.0776,-0.0228,-0.0719,0.0726,-0.0226,0.0376,-0.5909,0.0275
230701,0.5499999999999999,0.0504,0.0037,False,False,5.3688,0.249,-0.2018,1.5205,0.0145,-0.4438,0.2664,-0.0,0.0,0.0,0.0001,-0.0018,0.3362,0.7596,0.2483,0.8141,0.7847,-0.2652,0.01,0.0737,0.0608,0.0783,-0.0598,0.0779,0.0642,2.9431,0.0275
230801,0.5499999999999999,0.2156,0.0118,False,False,5.1711,0.249,-0.2018,1.521,0.0122,2.6909,0.3642,0.0006,-0.0008,0.0008,-0.0,-0.0065,0.1334,0.6873,0.1005,0.8172,0.814,-0.2772,0.01,0.079,-0.0755,-0.0553,0.0442,0.0399,0.0578,-0.6049,0.0275
230901,0.5499999999999999,0.0886,0.0,False,False,5.3449,0.249,-0.2018,1.5207,0.0139,3.0984,-0.4129,0.001,-0.0014,-0.0066,-0.0368,0.743,0.1299,0.7383,0.2338,0.8146,0.814,-0.2772,0.01,-0.0759,-0.0673,-0.0373,0.042,0.0321,0.0729,-2.6047,0.0275
231001,0.5499999999999999,0.0772,0.0,False,False,5.3725,0.249,-0.2018,1.5211,0.0119,3.2133,-0.2846,0.0054,-0.0038,0.0197,0.028,0.9581,0.1505,0.744,0.254,0.8167,0.814,-0.2772,0.01,-0.0701,-0.0247,0.0468,-0.0564,-0.072,0.0684,-1.2059,0.0275
231101,0.5499999999999999,0.0655,0.0,False,False,5.4124,0.249,-0.2027,1.5354,0.0316,2.848,0.2944,0.0003,-0.0126,0.1936,0.2504,0.1275,0.2895,0.7524,0.2879,0.8066,0.814,-0.2772,0.01,0.0612,-0.0799,-0.0787,0.0716,0.0737,0.0787,-0.7963,0.0275
231201,0.5499999999999999,0.0724,0.0,False,False,5.3862,0.249,-0.2018,1.5203,0.0155,3.056,-0.1786,0.0006,-0.0006,0.0003,0.0081,-0.14,0.1171,0.746,0.2637,0.8134,0.814,-0.2772,0.01,-0.0534,0.0121,-0.0207,-0.0632,0.0244,0.057,-2.6097,0.0275
231301,0.5499999999999999,0.2243,0.008,False,False,5.1391,0.249,-0.2018,1.5205,0.0145,-0.4438,0.2998,-0.0,0.0,0.0,0.0,0.0,0.3362,0.6711,0.0828,0.8144,0.7993,-0.2847,0.01,0.0794,0.0526,0.0627,-0.0788,0.0389,0.0314,2.877,0.0275
231401,0.5499999999999999,0.424,0.0107,False,False,4.906,0.249,-0.2018,1.5205,0.0145,-0.4438,0.3445,0.0002,-0.0003,0.0002,-0.0,-0.0039,0.3362,0.545,-0.0591,0.8142,0.8133,-0.2817,0.01,0.076,-0.0728,-0.007,0.0549,0.0697,0.0786,0.1888,0.0275
231501,0.5499999999999999,1.0243,0.0,False,False,4.0194,-0.1927,0.7382,1.067,-0.1917,1.6632,0.309,0.1219,-0.2724,0.1347,-0.0269,-0.4872,0.104,-0.1014,-0.2156,0.8688,0.7784,-0.247,0.01,0.0793,0.0313,-0.0288,0.0795,-0.0658,-0.0586,2.3131,0.0275
231601,0.5499999999999999,0.1242,0.0,False,False,5.3716,0.2487,-0.2012,1.52,0.0152,3.0508,0.0049,-0.127,0.2621,-0.1481,-0.0045,0.238,0.1364,0.7439,0.253,0.8135,0.8017,-0.1897,0.01,-0.0149,-0.0788,0.0242,0.0441,-0.0781,0.0784,-3.0475,0.0275
231701,0.5499999999999999,0.0846,-0.0091,False,False,5.4152,0.249,-0.2018,1.521,0.0123,2.6998,-0.1122,0.0007,0.007,0.0143,0.0302,0.264,0.2409,0.7715,0.285,0.8141,0.8017,-0.1897,0.01,-0.0291,-0.0722,-0.0707,0.0511,0.0703,0.0757,1.9848,0.0275
231801,0.5499999999999999,0.0755,-0.0103,False,False,5.4248,0.249,-0.2018,1.5211,0.0121,2.6912,0.2306,0.0026,0.0004,0.0202,-0.0014,-0.312,0.2926,0.7731,0.2943,0.8131,0.8017,-0.1897,0.01,0.0537,-0.0788,-0.0786,0.075,0.0705,0.0794,2.4578,0.0275
231901,0.5499999999999999,0.179,0.0,False,False,5.3121,0.249,-0.2018,1.5212,0.0164,3.0519,-0.0012,-0.0,-0.0013,0.0203,0.0326,0.078,0.0303,0.7328,0.2034,0.8141,0.8044,-0.1843,0.01,0.0169,-0.0584,-0.0644,-0.0465,-0.0605,0.0784,-3.1115,0.0275
232001,0.5499999999999999,1.145,0.0,False,False,3.8828,-0.1644,0.6783,1.0543,0.0126,0.4192,0.3157,0.117,-0.2609,0.1466,-0.0125,-0.4695,0.3397,-0.2142,-0.2105,0.8108,0.8178,-0.265,0.01,0.0721,0.0366,-0.0158,0.0589,-0.0663,0.0762,3.0408,0.0275
232101,0.5499999999999999,1.154,-0.0599,False,False,3.6584,-0.4195,1.2759,0.7114,0.0137,0.4519,0.2617,0.1729,-0.4337,0.2603,0.0024,0.011,0.3047,-0.2729,-0.0854,0.8123,0.8096,-0.236,0.01,0.0797,0.0694,-0.063,0.0079,-0.0797,0.0555,2.7293,0.0275
232201,0.5499999999999999,1.1962,-0.155,False,False,3.4181,-0.5786,1.4172,0.2568,-0.8112,1.6001,0.221,0.0656,-0.118,0.0098,2.3288,-0.1255,0.2979,-0.3373,0.1018,0.9963,0.8264,-0.2636,0.01,0.0775,0.0271,-0.0211,-0.0415,-0.0206,-0.0631,0.1931,0.0275
232301,0.5499999999999999,0.6071,0.0,False,False,6.2037,0.249,-0.2018,1.5205,0.0145,-0.4394,0.0695,0.0023,-0.0037,0.0034,0.006,0.0776,0.3461,0.7405,0.9082,0.8176,0.8838,-0.2311,0.01,0.078,-0.0333,-0.0791,-0.0312,-0.0791,0.0608,3.0751,0.0275
232401,0.5499999999999999,0.5926,0.0,False,False,6.2078,0.249,-0.2018,1.5206,0.0143,-0.4611,0.0024,-0.0,0.0003,0.0002,0.0,-0.0056,0.4352,0.7629,0.8977,0.8304,0.8838,-0.2311,0.01,0.0787,0.0098,-0.0797,-0.049,-0.0784,0.0235,3.1223,0.0275
232501,0.5499999999999999,0.5936,0.0,False,False,6.2087,0.249,-0.2018,1.5206,0.0143,-0.4607,-0.0035,0.002,-0.0037,0.0025,0.0053,0.0107,0.4332,0.7624,0.8987,0.8303,0.8838,-0.2311,0.01,0.0789,0.0293,-0.0791,-0.0471,-0.0779,0.0773,3.137,0.0275
232601,0.5499999999999999,0.5949,0.0,False,False,6.2097,0.249,-0.2018,1.5206,0.0143,-0.4602,0.0035,0.001,0.001,0.0088,0.0008,-0.0081,0.4305,0.7618,0.8998,0.8301,0.8838,-0.2311,0.01,0.0775,-0.0323,-0.0793,0.0031,-0.0788,0.077,2.8961,0.0275
232701,0.5499999999999999,1.173,-0.1619,False,False,3.3111,-0.6333,1.4918,0.1132,-1.5607,1.6921,0.1922,0.1337,-0.2481,0.472,1.581,-0.3872,0.4121,-0.3272,0.3228,1.062,0.813,-0.2714,0.01,0.0777,0.0554,-0.0704,-0.0787,0.0511,-0.0707,2.3932,0.0275
232801,0.5499999999999999,1.0082,-0.048,False,False,3.2834,-0.8773,1.9845,-1.1078,-2.0326,1.5617,-0.0046,0.0551,-0.1716,0.5613,0.0195,-0.0082,0.3458,-0.184,0.485,0.8189,0.807,-0.248,0.01,0.0716,0.0664,-0.073,0.0066,0.0653,-0.0775,-0.4946,0.0275
232901,0.5499999999999999,1.0141,-0.1034,False,False,2.7163,-1.2202,2.2066,-1.4145,-1.6789,1.1168,0.3146,-0.1951,-0.0834,0.0915,0.4864,-0.9161,0.2635,-0.1842,0.5119,0.8129,0.8009,-0.2777,0.01,0.0749,-0.0673,-0.0757,0.0475,-0.0217,0.0558,-1.989,0.0275
233001,0.5499999999999999,1.042,-0.0768,False,False,2.1835,-1.5266,2.1916,-1.3844,-1.6348,0.0746,0.3723,0.4938,0.1463,0.9365,0.317,-0.0911,0.2142,-0.1985,0.6326,0.8611,0.7857,-0.2521,0.01,0.0756,0.037,-0.0766,0.0629,-0.0585,0.0095,-0.1233,0.0275
233101,0.5499999999999999,0.1719,-0.0029,False,False,5.2284,0.249,-0.2018,1.5206,0.0143,-0.4444,0.2323,0.01,-0.009,0.0403,0.0019,-0.1013,0.3357,0.7096,0.1456,0.8139,0.7857,-0.2521,0.01,0.0693,0.0677,-0.0176,-0.0656,-0.0184,-0.0681,2.614,0.0275
233201,0.5499999999999999,0.4537,0.0076,False,False,4.9147,0.249,-0.2018,1.5205,0.0145,-0.4438,0.3494,0.0013,-0.0024,-0.0016,-0.0036,-0.0191,0.3362,0.5504,-0.0547,0.8143,0.8233,-0.243,0.01,0.0781,-0.0374,-0.0099,-0.0599,0.0271,0.0779,1.8975,0.0275
233301,0.5499999999999999,0.742,0.0035,False,False,4.504,0.249,-0.2018,1.5205,0.0145,-0.4438,0.2395,0.0,-0.0,0.0,0.0,0.0005,0.3362,0.2632,-0.2241,0.8143,0.8169,-0.2807,0.01,0.0677,0.048,-0.0251,0.0087,0.0254,-0.0705,2.5705,0.0275
233401,0.5499999999999999,1.0349,-0.1124,False,False,3.2908,-0.8297,1.8642,-0.9941,-1.9882,1.6525,0.2305,0.1301,-0.3214,0.363,-0.3837,-0.5483,0.1007,-0.2221,0.4812,0.8284,0.7931,-0.2658,0.01,0.0741,0.0223,-0.0783,0.0438,0.045,-0.0571,-2.7561,0.0275
233501,0.5499999999999999,0.99,-0.0372,False,False,3.0602,-1.0496,2.0943,-1.3649,-1.8535,1.1965,0.3332,-0.0493,-0.0381,0.0581,0.1141,-0.2137,0.511,-0.1871,0.4722,0.8061,0.7841,-0.2692,0.01,0.078,-0.052,-0.0631,0.0656,-0.0468,0.0258,-2.5954,0.0275
233601,0.5499999999999999,1.0451,-0.0643,False,False,2.5051,-1.2375,2.1949,-1.4456,-1.7737,0.5803,0.3227,-0.1367,-0.0408,0.2033,0.4916,0.0199,0.5405,-0.1843,0.5683,0.8309,0.8232,-0.2566,0.01,0.0762,-0.0649,-0.0674,0.024,-0.024,0.039,-2.3707,0.0275
233701,0.5499999999999999,0.1161,0.0039,False,False,5.3202,0.249,-0.2018,1.5205,0.0145,-0.4438,0.255,0.0,0.0008,-0.0017,-0.0044,-0.002,0.3362,0.7438,0.2122,0.814,0.8232,-0.2566,0.01,0.0731,0.0747,0.0555,-0.0789,0.073,0.0297,3.0301,0.0275
233801,0.5499999999999999,0.5452,0.0,False,False,6.211,0.249,-0.2018,1.5205,0.0144,-0.4467,-0.0029,0.0,0.0003,-0.0081,-0.0081,0.0899,0.4248,0.7616,0.9001,0.8297,0.8652,-0.1837,0.01,0.0781,-0.007,-0.0799,0.0217,-0.0792,0.0764,3.0383,0.0275
233901,0.5499999999999999,0.5457,0.0,False,False,6.2116,0.249,-0.2018,1.5205,0.0144,-0.455,0.0028,-0.0002,0.0001,-0.001,0.0015,0.0147,0.4264,0.7613,0.9005,0.83,0.8652,-0.1837,0.01,0.0746,-0.0594,-0.0786,0.0617,-0.079,0.0597,3.0518,0.0275
234001,0.5499999999999999,0.5461,0.0,False,False,6.212,0.249,-0.2018,1.5206,0.0143,-0.461,-0.0023,0.0015,0.0008,0.0137,0.0022,-0.0165,0.435,0.7615,0.9009,0.8304,0.8652,-0.1837,0.01,0.0764,-0.0271,-0.0786,0.0707,-0.0768,0.0771,3.0294,0.0275
234101,0.5499999999999999,1.0291,-0.0899,False,False,2.5423,-1.2364,2.1868,-1.3357,-1.7538,0.1303,0.2774,0.2981,-0.1591,-0.0398,0.0289,0.9333,0.4094,-0.1674,0.5619,0.8437,0.8232,-0.2619,0.01,0.071,0.0203,-0.078,0.0602,-0.0483,0.0337,-2.379,0.0275
234201,0.5499999999999999,0.0753,-0.001,False,False,5.3744,0.249,-0.2018,1.5205,0.0145,-0.4438,0.2677,0.0022,-0.0037,-0.0099,-0.0138,-0.0389,0.3362,0.7611,0.2529,0.814,0.8232,-0.2619,0.01,0.0771,0.0755,-0.0404,-0.0761,-0.0361,-0.0254,3.1139,0.0275
234301,0.5499999999999999,0.5898,0.0,False,False,6.2101,0.249,-0.2018,1.5205,0.0143,-0.4528,-0.0008,0.0,-0.0001,-0.0001,0.0007,0.0299,0.4262,0.7618,0.8995,0.8299,0.8668,-0.2295,0.01,0.0752,-0.0635,-0.0748,0.0674,-0.0779,0.077,3.0282,0.0275
234401,0.5499999999999999,0.5904,0.0,False,False,6.2109,0.249,-0.2018,1.5206,0.0143,-0.4611,-0.0071,0.0062,-0.0058,0.0225,0.0089,-0.0035,0.4352,0.7619,0.9,0.8304,0.8668,-0.2295,0.01,0.0689,-0.0008,-0.0798,0.0619,-0.0794,0.078,3.1046,0.0275
234501,0.5499999999999999,0.591,0.0,False,False,6.2114,0.249,-0.2018,1.5206,0.0143,-0.4609,-0.004,0.0005,-0.0012,0.0018,0.0022,0.0081,0.4342,0.7616,0.9006,0.8304,0.8668,-0.2295,0.01,0.0779,-0.014,-0.0796,0.0627,-0.0733,0.0791,3.1234,0.0275
234601,0.5499999999999999,0.9766,-0.0719,False,False,2.4904,-1.4217,2.2464,-1.2492,-1.7406,0.1497,0.34,0.0905,-0.1397,0.2057,0.2001,-0.4223,0.0,-0.1514,0.5619,0.8491,0.7809,-0.273,0.01,0.0755,-0.0281,-0.0784,0.0597,-0.0429,-0.0551,-2.5443,0.0275
234701,0.5499999999999999,0.1349,0.0043,False,False,5.2498,0.249,-0.2018,1.5205,0.0145,-0.4438,0.2704,0.0057,-0.0049,0.0018,-0.0031,0.0091,0.3362,0.7187,0.1599,0.8144,0.7809,-0.273,0.01,0.0692,0.0257,0.0639,-0.0525,-0.0373,0.0272,3.0897,0.0275
234801,0.5499999999999999,0.3593,0.003,False,False,4.9979,0.249,-0.2018,1.5205,0.0145,-0.4438,0.2676,0.0033,-0.0005,0.0208,-0.0009,-0.0343,0.3362,0.5987,-0.0067,0.8143,0.7811,-0.2482,0.01,0.069,0.0193,0.0528,-0.0791,-0.0083,0.0451,1.8491,0.0275
234901,0.5499999999999999,0.6089,0.0072,False,False,4.6864,0.249,-0.2018,1.5205,0.0145,-0.4438,0.2734,0.0005,-0.0005,0.0002,0.0004,0.0066,0.3362,0.399,-0.1658,0.8154,0.7837,-0.2445,0.01,0.062,-0.0747,-0.049,0.0554,0.0736,0.0653,2.6383,0.0275
235001,0.5499999999999999,0.8927,-0.0065,False,False,4.3249,0.2451,-0.1937,1.5164,0.0145,-0.4438,0.3454,-0.2509,0.5153,-0.2644,0.0001,0.0038,0.3362,0.119,-0.2628,0.8164,0.7972,-0.233,0.01,0.0767,-0.0652,0.0774,0.0655,-0.042,-0.0782,2.1058,0.0275
235101,0.5499999999999999,1.2391,-0.0713,False,False,3.6482,-0.2324,0.8313,0.969,0.0136,0.4509,0.314,0.2026,-0.4585,0.223,-0.0489,-0.2099,0.3697,-0.3635,-0.1289,0.8106,0.7949,-0.2394,0.01,0.0797,0.0477,-0.0792,-0.0534,0.0077,0.0231,3.0093,0.0275
235201,0.5499999999999999,1.0226,-0.1075,False,False,3.156,-0.8718,1.9676,-1.0161,-2.1245,1.5561,0.1709,0.124,-0.3152,0.6631,-0.4317,-0.2219,0.1837,-0.2054,0.5439,0.839,0.7859,-0.2521,0.01,0.0705,0.0293,-0.0761,0.0757,0.0563,-0.0281,-0.998,0.0275
235301,0.5499999999999999,1.0718,-0.065,False,False,2.1648,-1.5513,2.203,-1.4222,-1.6014,0.005,0.273,-0.1509,0.1099,1.5381,-0.0845,0.0223,0.2914,-0.2062,0.6327,0.862,0.8128,-0.2415,0.01,0.0464,-0.071,-0.0752,0.0782,-0.0456,0.0135,2.2679,0.0275
235401,0.5499999999999999,0.4024,0.0052,False,False,4.9725,0.249,-0.2018,1.5205,0.0145,-0.4438,0.2525,0.0,-0.0,0.0,0.0,0.0007,0.3362,0.5844,-0.0219,0.8143,0.8128,-0.2415,0.01,0.0615,-0.0162,0.0712,-0.0799,0.0449,0.0251,1.7529,0.0275
235501,0.5499999999999999,0.9003,0.002,False,False,4.2911,0.249,-0.2018,1.5205,0.0145,-0.4438,0.0025,0.0001,-0.0001,0.0024,0.0033,-0.0003,0.3362,0.0911,-0.2668,0.8169,0.7882,-0.2477,0.01,0.0194,-0.0669,0.035,0.0296,-0.0634,0.0069,1.7621,0.0275
235601,0.5499999999999999,1.1786,-0.0684,False,False,3.6306,-0.388,1.1979,0.758,0.0136,0.4521,0.2789,0.2077,-0.5085,0.3014,-0.0002,0.0308,0.3685,-0.3103,-0.0877,0.8106,0.7995,-0.2414,0.01,0.0794,0.0747,-0.0732,-0.0114,-0.0672,0.0619,2.97,0.0275
235701,0.5499999999999999,1.0751,-0.0795,False,False,3.2978,-0.7247,1.6319,-0.288,-1.5915,1.685,0.3904,0.0427,-0.1275,-0.3807,0.6013,-0.3011,0.4672,-0.2501,0.3449,0.9879,0.8045,-0.2721,0.01,0.0738,-0.033,-0.0388,0.0618,0.0795,-0.0458,3.0367,0.0275
235801,0.5499999999999999,0.9853,-0.0264,False,False,2.8513,-1.23,2.2565,-1.4793,-1.6759,1.1171,0.2682,0.0039,0.3309,0.0393,-0.1417,0.0786,0.4616,-0.1677,0.4673,0.8078,0.8059,-0.2328,0.01,0.0713,-0.0231,0.0313,0.0274,-0.0457,0.0427,2.245,0.0275
235901,0.5499999999999999,0.7242,-0.0126,False,False,4.5651,0.2485,-0.2007,1.52,0.0145,-0.4438,0.326,-0.1593,0.3357,-0.1645,-0.0177,-0.0365,0.3362,0.3093,-0.2094,0.8157,0.8059,-0.2328,0.01,0.0751,-0.0765,0.0081,0.0303,0.0265,-0.059,1.0372,0.0275
236001,0.5499999999999999,1.1276,0.0,False,False,3.9928,-0.0047,0.3298,1.2427,0.0143,0.0328,0.3179,0.0837,-0.1798,0.1001,-0.0183,-1.5512,0.1799,-0.162,-0.2534,0.8146,0.819,-0.2479,0.01,0.0783,0.0415,0.0022,0.0609,-0.0262,0.0703,-2.6487,0.0275
236101,0.5499999999999999,1.0352,-0.1331,False,False,3.2932,-0.7928,1.7748,-0.511,-1.3709,1.5855,0.2434,0.1286,-0.3027,0.4167,1.3675,0.0141,0.3827,-0.2039,0.2987,0.9475,0.8192,-0.2644,0.01,0.0785,0.0355,-0.0737,0.0546,0.0783,-0.0044,3.0461,0.0275
236201,0.5499999999999999,1.0133,-0.052,False,False,2.2882,-1.5415,2.2618,-1.2785,-1.6341,0.0965,0.3763,0.0339,-0.0444,0.7434,0.191,-0.1224,0.1197,-0.1698,0.572,0.858,0.8018,-0.2576,0.01,0.0728,-0.0325,-0.0727,0.0646,-0.0272,0.0099,0.8674,0.0275
